sRNA_ID	HCd120_1	HCd120_2	HCd120_3	HCd60_1	HCd60_2	HCd60_3	HCd90_1	HCd90_2	HCd90_3	PDd120_1	PDd120_2	PDd120_3	PDd60_1	PDd60_2	PDd60_3	PDd90_1	PDd90_2	PDd90_3	PSPd120_1	PSPd120_2	PSPd120_3	PSPd60_1	PSPd60_2	PSPd60_3	PSPd90_1	PSPd90_2	PSPd90_3
hsa-miR-34b-3p	30	42	54	33	9	21	35	35	24	44	31	31	29	15	40	34	28	21	15	19	14	7	7	7	6	18	8
hsa-miR-34b-5p	3	3	5	0	0	1	4	1	1	3	1	2	1	0	2	1	1	1	0	2	1	0	0	0	3	0	1
hsa-miR-34c-3p	35	26	42	11	7	15	16	17	14	18	3	9	11	10	22	22	10	14	9	21	16	1	1	8	4	6	9
hsa-miR-34c-5p	5166	4324	5846	2000	1353	1930	2529	2854	2145	5828	3089	3565	2668	1401	3854	3718	2761	2376	2239	2206	2886	555	1191	1060	708	634	1273
hsa-miR-3529-3p	263188	225313	306160	259276	247778	263184	226234	269419	203185	519911	496459	452419	349495	351526	437595	1038198	762033	708029	421586	457905	567702	320655	303267	316824	731699	711419	508148
hsa-miR-3529-5p	64	36	56	14	9	11	22	27	14	23	5	5	15	7	16	28	19	21	9	10	7	0	1	5	6	5	14
hsa-miR-3605-3p	51	66	79	131	40	93	112	135	64	146	111	94	125	70	105	250	207	176	176	163	184	56	75	85	146	226	208
hsa-miR-3605-5p	12	20	24	17	25	23	24	38	25	5	1	5	30	25	58	10	23	18	12	3	10	21	24	18	18	7	10
hsa-miR-3606-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3609	71	63	74	61	40	66	64	54	50	10	3	10	31	18	48	34	18	13	17	24	14	22	33	31	20	43	32
hsa-miR-361-3p	5209	4680	6580	6913	5509	6815	6514	7669	5591	11077	10585	10390	10462	8863	12933	22418	15163	15134	5702	6775	7582	5359	5725	6214	10560	11808	9148
hsa-miR-361-5p	3826	3774	4715	3766	2076	3534	4048	5070	3289	9954	7859	8135	3549	1882	4428	12804	9961	7797	12603	14668	15305	2320	3708	4068	12315	7782	8371
hsa-miR-3610	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3611	2	0	0	2	2	2	3	2	0	3	5	10	6	0	1	6	7	5	1	11	10	0	8	1	2	4	6
hsa-miR-3612	1	0	2	6	7	5	5	8	5	4	2	1	5	4	8	6	2	4	0	1	0	4	0	0	0	1	1
hsa-miR-3614-5p	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-3615	351	338	464	956	432	1003	535	610	458	316	271	230	981	655	1131	656	489	370	466	537	565	931	1156	1290	570	711	652
hsa-miR-3616-5p	2	0	1	0	1	4	1	3	0	0	5	3	0	0	2	4	0	2	1	0	0	0	3	5	0	0	3
hsa-miR-3617-3p	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0
hsa-miR-3617-5p	0	1	0	5	3	4	8	4	4	7	1	2	0	6	2	5	4	3	1	2	7	1	2	2	1	2	4
hsa-miR-3618	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-3p	0	0	0	0	0	0	0	0	3	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3619-5p	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-362-3p	47	29	48	63	39	83	102	91	66	105	61	45	33	18	70	31	40	24	41	35	47	29	34	47	39	24	36
hsa-miR-362-5p	344	273	399	1200	1163	1232	1178	1300	1022	1933	1006	1173	622	326	817	1058	927	735	239	260	366	162	348	338	145	188	581
hsa-miR-3620-3p	0	5	2	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	0	0	3	0	0	3
hsa-miR-3620-5p	0	0	1	1	0	1	1	1	3	4	6	11	5	1	2	1	3	1	3	0	2	1	1	0	0	4	2
hsa-miR-3622a-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3622a-5p	3	1	0	1	1	0	0	1	0	0	0	1	2	0	2	2	0	0	0	2	0	0	3	0	1	0	6
hsa-miR-3622b-3p	3	1	0	1	1	0	0	1	0	0	0	1	2	0	2	2	0	0	0	2	1	0	3	0	1	0	6
hsa-miR-363-3p	23185	19899	29268	55077	32029	54883	14766	17817	11572	1214	863	1026	25295	17229	30200	7657	5543	4487	3531	4023	4355	19348	26691	27847	5395	4150	6571
hsa-miR-363-5p	249	191	285	158	144	174	84	87	82	12	7	7	101	56	91	36	14	20	41	32	39	83	82	116	60	18	28
hsa-miR-3648	2	5	4	0	0	0	0	3	0	1	0	1	0	0	0	3	1	0	0	5	0	0	0	0	0	0	4
hsa-miR-3651	2	4	2	0	0	0	0	0	0	0	1	0	1	0	1	2	2	3	0	0	2	0	0	0	0	1	0
hsa-miR-3654	2	1	1	0	0	0	0	0	0	1	4	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0
hsa-miR-3655	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3659	3	9	12	1	4	5	5	3	3	1	4	0	6	1	6	6	4	6	0	4	2	1	3	0	2	3	4
hsa-miR-365a-3p	51	51	62	67	59	69	66	83	66	294	186	183	119	65	153	236	207	193	36	49	58	22	24	31	7	31	83
hsa-miR-365a-5p	399	361	513	163	132	170	213	205	164	128	100	96	55	54	95	56	47	39	28	45	54	75	61	56	70	23	45
hsa-miR-365b-5p	2	8	13	1	3	6	3	5	5	26	23	27	4	3	6	9	1	1	2	0	1	1	0	0	0	0	0
hsa-miR-3660	0	1	1	0	1	0	0	0	0	7	2	7	39	17	40	34	14	34	3	3	6	17	7	16	14	7	9
hsa-miR-3661	1	4	11	15	7	16	7	19	3	7	3	7	19	10	12	9	7	7	4	12	2	13	7	9	4	3	12
hsa-miR-3662	2	5	2	3	6	1	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0
hsa-miR-3663-3p	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3663-5p	0	0	0	0	0	2	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
hsa-miR-3664-3p	4	4	4	5	3	1	5	0	5	16	10	8	1	0	0	3	7	6	15	7	10	5	4	0	7	9	7
hsa-miR-3664-5p	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3672	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3674	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3675-3p	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	3	0	0	1	0	0	2	3
hsa-miR-3675-5p	15	4	12	13	8	6	8	8	5	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-3677-3p	5	7	5	4	1	3	5	3	1	0	1	0	4	4	5	0	0	0	4	2	1	6	6	2	3	0	2
hsa-miR-3677-5p	3	4	1	3	2	0	0	1	2	0	0	0	0	1	3	2	3	0	0	0	0	0	0	2	0	0	0
hsa-miR-3678-3p	0	1	0	4	0	2	1	1	0	0	2	0	4	2	1	3	3	2	3	3	7	0	7	1	7	7	5
hsa-miR-3678-5p	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-3679-3p	1	2	4	0	0	1	2	4	0	1	0	0	2	2	1	2	2	1	2	0	1	1	1	4	1	0	4
hsa-miR-3679-5p	9	9	30	19	3	22	12	10	7	14	5	11	12	8	10	18	13	10	8	13	16	16	16	10	12	10	13
hsa-miR-3680-3p	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3680-5p	0	0	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0
hsa-miR-3681-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	6	2	0	0	0	0	1	2
hsa-miR-3681-5p	27	38	39	70	45	91	61	39	48	12	8	10	72	79	93	56	51	19	13	37	18	89	95	83	56	75	30
hsa-miR-3682-3p	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	3
hsa-miR-3684	4	0	4	5	4	1	5	2	3	1	1	0	0	0	2	0	3	4	2	1	1	1	1	3	2	0	1
hsa-miR-3685	3	2	2	4	0	5	2	6	1	1	0	0	7	4	0	0	0	3	0	2	1	3	4	0	4	2	1
hsa-miR-3688-3p	19	12	34	22	15	24	22	24	19	41	26	37	23	22	60	35	34	24	13	18	12	24	24	30	21	12	24
hsa-miR-3688-5p	19	9	28	19	14	21	21	21	16	35	24	29	20	21	56	31	31	22	10	15	11	22	23	29	19	11	20
hsa-miR-369-3p	38	61	72	256	156	261	108	153	93	102	61	74	506	210	657	212	172	126	63	63	55	92	208	175	50	35	73
hsa-miR-369-5p	9	0	3	12	5	17	9	17	11	15	12	10	44	20	47	48	21	31	8	12	7	12	8	6	5	12	11
hsa-miR-3690	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3691-3p	0	0	2	1	0	1	0	1	0	2	1	0	0	0	0	3	0	5	0	1	0	0	0	2	1	0	0
hsa-miR-3691-5p	14	20	23	39	27	37	18	23	16	13	16	9	37	20	34	28	24	14	8	11	6	39	28	42	39	16	16
hsa-miR-3692-3p	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-3692-5p	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
hsa-miR-370-3p	101	106	110	1273	634	1209	459	574	374	682	654	659	2407	1789	2688	922	676	591	202	331	297	537	544	695	511	466	384
hsa-miR-370-5p	9	8	15	23	17	33	39	23	26	33	28	19	37	22	55	41	22	22	4	21	8	7	14	14	5	10	14
hsa-miR-371a-3p	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-371a-5p	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0
hsa-miR-371b-3p	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	1	0	0	0
hsa-miR-371b-5p	1	0	0	0	0	0	0	2	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-372-3p	1	0	0	0	0	0	0	3	0	2	1	0	0	2	2	0	1	0	1	4	0	0	2	0	3	0	1
hsa-miR-374a-3p	9173	8058	10292	11081	7924	10838	8897	10358	8148	6393	4593	4041	11405	7148	13181	11808	9653	8135	4682	4754	5720	5736	8027	8250	5058	5087	7232
hsa-miR-374a-5p	2387	2040	2742	3463	2505	3513	2976	3512	2354	2113	1143	1351	2972	1253	4242	4636	3497	2760	1607	1864	2022	1167	2976	2462	1430	1146	2940
hsa-miR-374b-3p	1605	975	2170	1761	1040	1442	1751	2167	1224	932	737	964	1775	910	2234	2841	2270	1791	814	1033	1022	896	776	1075	832	991	1327
hsa-miR-374b-5p	16851	14427	19381	24329	17150	23889	24577	28806	20099	13463	7113	9967	25480	11240	36333	43200	30787	25751	16165	17978	20540	10748	22407	22328	12793	10571	21960
hsa-miR-374c-3p	16808	14373	19343	24288	17111	23853	24524	28738	20068	13414	7094	9932	25436	11215	36287	43031	30685	25634	16134	17935	20484	10741	22382	22309	12776	10551	21906
hsa-miR-374c-5p	29	42	51	37	12	49	46	58	24	64	38	70	44	18	65	143	109	68	46	46	40	20	33	30	17	33	65
hsa-miR-375-3p	2525	2508	3353	610	257	610	1321	1616	1106	3910	2396	2799	311	196	340	879	630	532	697	730	801	39	36	58	316	721	925
hsa-miR-376a-2-5p	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
hsa-miR-376a-3p	7	12	9	37	23	31	13	14	28	26	19	43	39	19	30	37	27	24	11	25	27	11	15	18	13	3	17
hsa-miR-376a-5p	6	1	0	7	6	4	3	4	1	6	0	6	10	0	4	3	6	1	1	0	0	0	5	1	1	3	1
hsa-miR-376b-3p	0	1	2	1	0	2	1	1	1	5	4	0	1	0	4	0	2	3	0	4	0	1	2	0	0	1	0
hsa-miR-376b-5p	1	0	3	0	2	2	5	1	3	4	0	0	4	0	2	0	3	1	0	0	0	0	0	0	0	2	0
hsa-miR-376c-3p	11	15	16	48	21	39	31	55	41	57	30	30	89	33	80	61	63	37	18	22	24	12	32	14	14	9	38
hsa-miR-376c-5p	1	0	3	0	2	4	5	3	3	5	0	1	5	0	2	1	3	1	0	0	0	0	0	0	0	2	0
hsa-miR-377-3p	0	0	5	2	4	7	0	1	4	0	0	2	3	3	5	2	1	1	2	1	1	0	2	0	0	0	2
hsa-miR-377-5p	7	3	3	12	5	5	2	5	4	9	5	14	27	14	17	16	9	6	4	3	2	7	4	7	3	3	4
hsa-miR-378a-3p	55665	52560	72800	97171	45924	96728	81892	101596	68100	289964	260945	244062	31215	19015	36709	62184	51989	34453	13214	15015	15959	6554	9579	10113	15757	18291	14024
hsa-miR-378a-5p	31	36	78	46	23	48	59	64	37	167	64	101	21	16	25	42	26	20	7	1	11	2	3	4	4	2	13
hsa-miR-378b	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-378c	5600	6393	9184	6006	1586	6396	6916	9397	4904	20332	11246	12076	1198	385	1391	3970	3595	1887	1407	1517	1441	404	987	948	947	1274	1750
hsa-miR-378d	1097	1413	2118	1154	227	1312	1297	2081	822	2359	965	1366	177	45	187	562	550	218	224	256	192	49	165	156	128	171	293
hsa-miR-378e	2	0	0	0	0	1	1	2	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	1	0	0
hsa-miR-378f	0	0	3	0	0	1	0	1	0	5	0	3	1	1	0	0	0	1	1	0	0	0	0	2	0	0	1
hsa-miR-378g	9	10	18	17	8	31	24	28	27	18	8	11	1	3	3	12	8	4	1	9	2	5	6	1	4	4	6
hsa-miR-378i	4	1	7	8	8	18	9	15	14	12	14	13	2	1	4	9	3	0	0	2	1	0	0	2	2	1	0
hsa-miR-379-3p	13	9	24	77	31	88	65	83	67	42	28	30	136	78	150	84	63	56	19	14	14	27	18	34	33	25	21
hsa-miR-379-5p	1049	1098	1548	5016	1840	5014	4230	5178	3215	5703	5650	4905	11160	7352	12424	9645	7237	5219	2008	2382	2658	2545	2536	2652	3624	4424	2153
hsa-miR-380-3p	12	14	11	20	16	27	11	24	8	4	3	7	45	19	51	16	17	7	8	18	10	6	10	20	7	2	10
hsa-miR-380-5p	30	22	30	108	59	94	61	84	46	79	79	50	164	121	216	133	154	107	71	56	86	18	36	47	67	102	73
hsa-miR-381-3p	1122	1117	1556	4802	2535	4909	2926	3769	2538	7306	8559	7488	11102	8673	11707	4444	4004	2709	1247	1444	1501	3070	2011	2347	2193	1736	1319
hsa-miR-381-5p	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	2	0	1	0	0	0	0	1	0	0	0	0
hsa-miR-382-3p	333	269	394	1560	845	1431	915	1130	755	633	504	498	3111	1828	3729	1887	1421	1192	403	466	471	440	550	581	284	531	510
hsa-miR-382-5p	47	67	84	302	143	291	170	191	167	341	234	260	793	456	914	617	459	365	163	179	225	251	237	246	227	222	176
hsa-miR-383-3p	34	33	30	2	1	2	3	8	10	3	11	1	7	1	1	14	5	9	22	29	20	1	1	7	11	4	40
hsa-miR-383-5p	324	284	364	112	54	113	97	118	139	268	165	230	131	83	166	400	321	251	359	419	486	133	182	246	445	425	409
hsa-miR-3907	0	0	2	0	0	3	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	1	0	0	0
hsa-miR-3909	53	55	63	134	89	149	171	156	104	96	95	107	202	161	190	241	196	157	49	66	49	59	45	52	45	150	82
hsa-miR-3910	0	1	0	0	0	2	1	0	0	0	0	0	0	0	2	1	1	1	0	0	0	0	0	0	0	0	0
hsa-miR-3911	5	1	8	4	4	10	2	2	2	2	1	0	7	2	2	15	1	4	3	8	2	1	11	10	7	1	4
hsa-miR-3912-3p	18	18	29	36	17	32	22	42	14	42	28	21	32	11	33	62	42	43	42	64	62	11	25	25	40	28	59
hsa-miR-3913-3p	146	128	164	184	69	174	156	183	134	147	144	119	173	158	251	303	180	154	127	124	161	188	180	202	164	155	195
hsa-miR-3913-5p	145	127	164	187	65	169	156	181	126	145	143	116	171	156	245	304	177	150	123	121	152	186	179	201	159	151	192
hsa-miR-3914	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3916	0	1	1	0	0	0	2	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	1	2	0	0	0
hsa-miR-3917	1	2	5	4	2	4	1	8	3	0	0	2	11	1	9	14	11	3	2	12	9	4	6	12	17	3	4
hsa-miR-3918	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
hsa-miR-3919	1	7	0	0	2	0	0	7	1	7	2	12	0	1	1	22	7	12	6	1	3	0	0	2	2	2	3
hsa-miR-3920	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0
hsa-miR-3921	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3922-3p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-3923	3	3	4	5	1	2	7	7	6	1	4	2	3	1	3	7	1	6	0	1	0	0	1	0	1	4	2
hsa-miR-3924	0	0	2	0	0	0	6	4	0	0	5	7	3	0	0	4	1	1	2	2	0	1	3	1	0	1	1
hsa-miR-3925-3p	0	1	0	2	0	0	2	0	2	16	6	7	0	0	6	5	3	0	1	1	2	0	0	1	2	4	1
hsa-miR-3925-5p	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	0	0	2	0	0	0	1	0	0	0	0	0
hsa-miR-3926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
hsa-miR-3928-3p	43	30	63	78	38	100	48	70	50	23	24	43	69	35	95	95	67	39	34	42	41	66	54	99	53	51	45
hsa-miR-3928-5p	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3929	11	6	8	2	3	6	3	4	6	18	14	9	2	3	3	7	10	9	7	10	7	0	0	2	11	7	10
hsa-miR-3934-3p	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3934-5p	1	0	0	0	0	1	0	1	0	5	7	16	2	0	1	8	8	6	0	0	2	1	7	5	1	0	1
hsa-miR-3935	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-3936	0	0	0	0	2	1	0	0	2	1	1	2	1	0	2	0	1	1	2	0	2	0	1	0	2	0	1
hsa-miR-3937	0	0	0	0	0	2	0	0	1	1	1	1	1	1	0	1	4	1	0	0	0	0	1	1	1	1	0
hsa-miR-3938	18	20	20	29	19	18	12	19	15	13	10	12	11	13	20	52	30	31	12	10	22	17	34	23	18	25	24
hsa-miR-3939	2	0	3	4	0	5	2	4	5	1	2	2	14	1	9	2	5	10	2	8	9	1	5	9	3	3	4
hsa-miR-3940-3p	7	8	8	21	8	14	9	16	7	1	10	4	19	6	25	8	7	6	4	4	5	4	4	7	3	2	12
hsa-miR-3940-5p	1	0	0	1	0	0	0	1	0	0	1	1	2	0	0	1	0	0	0	2	0	0	0	2	0	0	1
hsa-miR-3941	0	0	0	5	0	1	0	0	0	2	0	0	2	0	1	2	5	0	0	0	0	0	0	0	0	0	0
hsa-miR-3942-3p	0	0	0	3	2	1	0	2	2	0	0	0	2	0	0	1	1	1	0	0	0	1	2	0	0	0	0
hsa-miR-3942-5p	2	10	19	18	18	22	21	20	8	7	7	5	13	11	27	14	11	9	4	7	12	17	19	20	11	20	10
hsa-miR-3943	45	34	48	29	9	20	22	28	25	24	19	20	13	13	25	55	45	43	43	28	49	14	17	33	42	24	46
hsa-miR-3944-3p	2	7	9	6	3	2	3	3	3	5	0	3	1	0	2	2	1	0	0	0	1	2	0	1	2	1	0
hsa-miR-3944-5p	0	4	0	0	0	0	3	1	0	0	0	0	1	0	0	3	3	0	1	1	1	0	0	0	2	0	0
hsa-miR-409-3p	92	116	173	1316	875	1280	502	624	462	663	515	519	3034	2504	3649	1182	843	726	230	301	320	516	566	725	338	400	324
hsa-miR-409-5p	79	61	89	662	530	599	338	378	267	442	207	274	1404	743	1970	788	491	439	137	150	168	134	395	349	105	126	232
hsa-miR-410-3p	21	25	23	110	39	110	60	71	35	65	42	61	157	67	217	120	93	81	40	40	42	34	61	70	39	34	68
hsa-miR-410-5p	2	3	2	2	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	2	0	0	0	0	0	0
hsa-miR-411-3p	7	9	12	35	21	50	62	45	25	46	28	36	115	71	118	92	72	62	8	26	17	4	6	13	13	17	27
hsa-miR-411-5p	101	116	153	538	253	539	463	557	299	613	379	462	1064	560	1363	1088	757	543	267	307	331	189	294	316	233	221	275
hsa-miR-412-3p	1	0	2	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
hsa-miR-412-5p	19	18	22	109	84	127	53	55	32	24	27	28	105	75	117	75	56	38	31	35	31	38	24	47	47	45	27
hsa-miR-421	1374	1328	1721	2657	1743	2653	1796	2018	1524	968	750	909	2140	1351	2807	2741	2133	1701	985	1226	1297	1037	2093	2075	1056	1158	1792
hsa-miR-423-3p	7444	7359	9740	19488	11767	19291	11312	14687	9924	7191	5404	6439	14920	10079	18680	19196	13461	12091	6587	8143	8384	7788	10576	12345	6410	9322	10527
hsa-miR-423-5p	10138	9540	12711	21966	14421	20997	14937	18043	12798	10262	7449	7392	19922	11554	25567	22593	19454	14755	10032	11227	13023	7955	12572	12904	7281	9519	16560
hsa-miR-424-3p	87	95	112	99	66	102	179	210	178	841	469	559	217	100	263	506	366	277	3	12	4	2	5	3	4	2	3
hsa-miR-424-5p	155	140	162	156	110	179	335	409	301	1926	946	1026	202	101	342	1106	757	721	29	33	42	4	8	8	16	20	28
hsa-miR-425-3p	698	620	894	1265	658	1246	1087	1311	880	747	339	466	676	311	958	954	703	594	476	508	543	361	879	850	450	205	564
hsa-miR-425-5p	2237	2309	3153	4292	3026	4156	2974	3606	2505	1357	1210	897	2374	2009	2815	2029	1561	1197	1292	1400	1610	3384	3315	3254	4094	1390	1713
hsa-miR-4254	4	7	1	1	1	5	6	6	5	0	1	0	2	2	7	5	5	5	4	1	1	6	3	6	6	2	4
hsa-miR-4286	219	281	422	129	26	146	105	170	74	246	79	132	138	36	149	273	242	90	242	360	236	54	114	139	138	143	349
hsa-miR-4288	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-429	3	3	19	4	2	3	9	17	7	7	1	8	9	8	8	21	13	9	1	1	4	2	5	3	2	14	6
hsa-miR-431-3p	15	21	18	105	81	77	44	47	55	78	73	73	151	121	139	81	79	48	37	33	30	50	49	65	51	50	17
hsa-miR-431-5p	3	2	2	22	2	18	2	6	2	13	5	7	21	14	26	10	2	2	4	2	1	1	14	19	3	1	5
hsa-miR-4315	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-432-3p	0	3	2	3	1	1	0	0	0	0	0	0	3	1	0	0	2	0	0	1	2	0	0	0	0	2	0
hsa-miR-432-5p	38	29	50	207	123	225	130	181	104	188	210	156	519	341	646	294	191	190	77	83	80	147	153	215	138	96	85
hsa-miR-4322	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4326	163	156	208	410	261	389	266	298	234	119	121	139	212	208	326	198	186	150	56	80	99	210	255	324	70	94	158
hsa-miR-433-3p	3	0	9	47	33	45	42	54	21	64	35	46	146	92	198	92	55	45	27	21	19	30	28	37	13	24	33
hsa-miR-433-5p	0	1	2	0	1	0	3	1	0	1	0	0	2	3	4	0	0	0	0	0	1	0	0	0	0	1	1
hsa-miR-4421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
hsa-miR-4422	0	2	0	0	1	2	0	4	0	0	0	0	0	0	0	1	0	0	0	1	3	0	0	0	0	0	0
hsa-miR-4423-3p	2	0	0	6	3	3	8	5	1	0	0	0	4	2	4	7	1	0	0	0	1	1	0	0	0	1	2
hsa-miR-4423-5p	5	6	5	11	11	5	10	3	4	0	3	7	13	4	9	0	13	4	2	15	6	2	10	13	12	2	4
hsa-miR-4424	0	0	1	1	0	2	1	0	0	0	1	1	0	0	0	4	1	1	0	2	0	1	0	0	2	3	1
hsa-miR-4425	1	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	2
hsa-miR-4426	2	2	2	0	0	0	0	0	0	0	1	1	0	0	2	1	1	0	0	2	0	0	0	0	0	0	3
hsa-miR-4427	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4428	0	0	0	0	0	0	0	0	1	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0
hsa-miR-4429	1	1	0	0	0	0	0	2	0	0	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0
hsa-miR-4431	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	1	0	1	0	0	0	0	0	0	1	0
hsa-miR-4433a-3p	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	1	1	0	0	0	0	1	0	2	0	0
hsa-miR-4433a-5p	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	1
hsa-miR-4433b-3p	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1
hsa-miR-4433b-5p	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	1	1	1	0	0	0	0	1	0	2	0	0
hsa-miR-4435	0	0	1	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-4439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4440	5	0	4	0	1	4	3	3	0	0	0	2	1	0	6	3	3	0	0	0	1	2	1	3	3	0	3
hsa-miR-4442	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0
hsa-miR-4444	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
